>Vs0[Macaca_mulatta_MMUL01] 1|499988|1 V region :: 10_0 10 dna:chromosome chromosome:MMUL_1:10:1:94855758:1 REF
>Vs2[Macaca_mulatta_MMUL01] 1|626324|3 V region :: 10_0 10 dna:chromosome chromosome:MMUL_1:10:1:94855758:1 REF
>Vs3[Macaca_mulatta_MMUL01] 1|636158|4 V region :: 10_0 10 dna:chromosome chromosome:MMUL_1:10:1:94855758:1 REF
>Vs4[Macaca_mulatta_MMUL01] 1|647190|5 V region :: 10_0 10 dna:chromosome chromosome:MMUL_1:10:1:94855758:1 REF
>Vs5[Macaca_mulatta_MMUL01] 1|687902|6 V region :: 10_0 10 dna:chromosome chromosome:MMUL_1:10:1:94855758:1 REF
>Vs6[Macaca_mulatta_MMUL01] 1|715146|7 V region :: 10_0 10 dna:chromosome chromosome:MMUL_1:10:1:94855758:1 REF
>Vs7[Macaca_mulatta_MMUL01] 1|880405|8 V region :: 10_0 10 dna:chromosome chromosome:MMUL_1:10:1:94855758:1 REF
>Vs8[Macaca_mulatta_MMUL01] 1|918683|9 V region :: 10_0 10 dna:chromosome chromosome:MMUL_1:10:1:94855758:1 REF
>Vs9[Macaca_mulatta_MMUL01] 1|928009|10 V region :: 10_0 10 dna:chromosome chromosome:MMUL_1:10:1:94855758:1 REF
>Vs10[Macaca_mulatta_MMUL01] 1|933349|11 V region :: 10_0 10 dna:chromosome chromosome:MMUL_1:10:1:94855758:1 REF
>Vs11[Macaca_mulatta_MMUL01] 1|949609|12 V region :: 10_0 10 dna:chromosome chromosome:MMUL_1:10:1:94855758:1 REF
>Vs12[Macaca_mulatta_MMUL01] 1|956355|13 V region :: 10_0 10 dna:chromosome chromosome:MMUL_1:10:1:94855758:1 REF
>Vs13[Macaca_mulatta_MMUL01] 1|960994|14 V region :: 10_0 10 dna:chromosome chromosome:MMUL_1:10:1:94855758:1 REF
>Vs14[Macaca_mulatta_MMUL01] 1|970235|15 V region :: 10_0 10 dna:chromosome chromosome:MMUL_1:10:1:94855758:1 REF
>Vs15[Macaca_mulatta_MMUL01] 1|979760|16 V region :: 10_0 10 dna:chromosome chromosome:MMUL_1:10:1:94855758:1 REF
>Vs16[Macaca_mulatta_MMUL01] 1|988832|17 V region :: 10_0 10 dna:chromosome chromosome:MMUL_1:10:1:94855758:1 REF
>Vs17[Macaca_mulatta_MMUL01] 1|996455|18 V region :: 10_0 10 dna:chromosome chromosome:MMUL_1:10:1:94855758:1 REF
>Vs18[Macaca_mulatta_MMUL01] 1|1001031|19 V region :: 10_0 10 dna:chromosome chromosome:MMUL_1:10:1:94855758:1 REF
>Vs19[Macaca_mulatta_MMUL01] 1|1014418|20 V region :: 10_0 10 dna:chromosome chromosome:MMUL_1:10:1:94855758:1 REF
>Vs20[Macaca_mulatta_MMUL01] 1|1036509|21 V region :: 10_0 10 dna:chromosome chromosome:MMUL_1:10:1:94855758:1 REF
>Vs21[Macaca_mulatta_MMUL01] 1|1041518|22 V region :: 10_0 10 dna:chromosome chromosome:MMUL_1:10:1:94855758:1 REF
>Vs22[Macaca_mulatta_MMUL01] 1|1047342|23 V region :: 10_0 10 dna:chromosome chromosome:MMUL_1:10:1:94855758:1 REF
>Vs23[Macaca_mulatta_MMUL01] 1|1070108|24 V region :: 10_0 10 dna:chromosome chromosome:MMUL_1:10:1:94855758:1 REF
>Vs24[Macaca_mulatta_MMUL01] 1|1074656|25 V region :: 10_0 10 dna:chromosome chromosome:MMUL_1:10:1:94855758:1 REF
>Vs25[Macaca_mulatta_MMUL01] 1|1139987|26 V region :: 10_0 10 dna:chromosome chromosome:MMUL_1:10:1:94855758:1 REF
>Vs26[Macaca_mulatta_MMUL01] 1|1376639|27 V region :: 10_0 10 dna:chromosome chromosome:MMUL_1:10:1:94855758:1 REF
>Vs27[Macaca_mulatta_MMUL01] 1|1381117|28 V region :: 10_0 10 dna:chromosome chromosome:MMUL_1:10:1:94855758:1 REF
>Vs28[Macaca_mulatta_MMUL01] 1|1387609|29 V region :: 10_0 10 dna:chromosome chromosome:MMUL_1:10:1:94855758:1 REF
>Vs29[Macaca_mulatta_MMUL01] 1|1405133|30 V region :: 10_0 10 dna:chromosome chromosome:MMUL_1:10:1:94855758:1 REF
>Vs30[Macaca_mulatta_MMUL01] 1|1412774|31 V region :: 10_0 10 dna:chromosome chromosome:MMUL_1:10:1:94855758:1 REF
>Vs31[Macaca_mulatta_MMUL01] 1|1431853|32 V region :: 10_0 10 dna:chromosome chromosome:MMUL_1:10:1:94855758:1 REF
>Vs32[Macaca_mulatta_MMUL01] 1|1440262|33 V region :: 10_0 10 dna:chromosome chromosome:MMUL_1:10:1:94855758:1 REF
>Vs33[Macaca_mulatta_MMUL01] 1|1452426|34 V region :: 10_0 10 dna:chromosome chromosome:MMUL_1:10:1:94855758:1 REF
>Vs34[Macaca_mulatta_MMUL01] 1|1476245|35 V region :: 10_0 10 dna:chromosome chromosome:MMUL_1:10:1:94855758:1 REF
>Vs35[Macaca_mulatta_MMUL01] 1|1499973|36 V region :: 10_0 10 dna:chromosome chromosome:MMUL_1:10:1:94855758:1 REF
>Vs36[Macaca_mulatta_MMUL01] 1|1510598|37 V region :: 10_0 10 dna:chromosome chromosome:MMUL_1:10:1:94855758:1 REF
