>Vs56[Macaca_mulatta_MMUL01] 1|442592|1 V region :: 3_0 3 dna:chromosome chromosome:MMUL_1:3:1:196418989:1 REF
>Vs57[Macaca_mulatta_MMUL01] 1|449559|2 V region :: 3_0 3 dna:chromosome chromosome:MMUL_1:3:1:196418989:1 REF
>Vs58[Macaca_mulatta_MMUL01] 1|454203|3 V region :: 3_0 3 dna:chromosome chromosome:MMUL_1:3:1:196418989:1 REF
>Vs59[Macaca_mulatta_MMUL01] 1|462425|4 V region :: 3_0 3 dna:chromosome chromosome:MMUL_1:3:1:196418989:1 REF
>Vs60[Macaca_mulatta_MMUL01] 1|470019|5 V region :: 3_0 3 dna:chromosome chromosome:MMUL_1:3:1:196418989:1 REF
>Vs61[Macaca_mulatta_MMUL01] 1|478529|6 V region :: 3_0 3 dna:chromosome chromosome:MMUL_1:3:1:196418989:1 REF
>Vs62[Macaca_mulatta_MMUL01] 1|485047|7 V region :: 3_0 3 dna:chromosome chromosome:MMUL_1:3:1:196418989:1 REF
>Vs63[Macaca_mulatta_MMUL01] 1|489384|8 V region :: 3_0 3 dna:chromosome chromosome:MMUL_1:3:1:196418989:1 REF
>Vs64[Macaca_mulatta_MMUL01] 1|500170|9 V region :: 3_0 3 dna:chromosome chromosome:MMUL_1:3:1:196418989:1 REF
>Vs65[Macaca_mulatta_MMUL01] 1|508102|10 V region :: 3_0 3 dna:chromosome chromosome:MMUL_1:3:1:196418989:1 REF
>Vs66[Macaca_mulatta_MMUL01] 1|522890|11 V region :: 3_0 3 dna:chromosome chromosome:MMUL_1:3:1:196418989:1 REF
>Vs67[Macaca_mulatta_MMUL01] 1|526323|12 V region :: 3_0 3 dna:chromosome chromosome:MMUL_1:3:1:196418989:1 REF
>Vs68[Macaca_mulatta_MMUL01] 1|538096|13 V region :: 3_0 3 dna:chromosome chromosome:MMUL_1:3:1:196418989:1 REF
>Vs69[Macaca_mulatta_MMUL01] 1|567357|14 V region :: 3_0 3 dna:chromosome chromosome:MMUL_1:3:1:196418989:1 REF
>Vs70[Macaca_mulatta_MMUL01] 1|575084|15 V region :: 3_0 3 dna:chromosome chromosome:MMUL_1:3:1:196418989:1 REF
>Vs71[Macaca_mulatta_MMUL01] 1|583391|16 V region :: 3_0 3 dna:chromosome chromosome:MMUL_1:3:1:196418989:1 REF
>Vs72[Macaca_mulatta_MMUL01] 1|594749|17 V region :: 3_0 3 dna:chromosome chromosome:MMUL_1:3:1:196418989:1 REF
>Vs73[Macaca_mulatta_MMUL01] 1|607340|18 V region :: 3_0 3 dna:chromosome chromosome:MMUL_1:3:1:196418989:1 REF
>Vs74[Macaca_mulatta_MMUL01] 1|616497|19 V region :: 3_0 3 dna:chromosome chromosome:MMUL_1:3:1:196418989:1 REF
>Vs75[Macaca_mulatta_MMUL01] 1|633607|20 V region :: 3_0 3 dna:chromosome chromosome:MMUL_1:3:1:196418989:1 REF
>Vs76[Macaca_mulatta_MMUL01] 1|637840|21 V region :: 3_0 3 dna:chromosome chromosome:MMUL_1:3:1:196418989:1 REF
>Vs77[Macaca_mulatta_MMUL01] 1|645856|22 V region :: 3_0 3 dna:chromosome chromosome:MMUL_1:3:1:196418989:1 REF
>Vs78[Macaca_mulatta_MMUL01] 1|673129|23 V region :: 3_0 3 dna:chromosome chromosome:MMUL_1:3:1:196418989:1 REF
>Vs79[Macaca_mulatta_MMUL01] 1|683763|24 V region :: 3_0 3 dna:chromosome chromosome:MMUL_1:3:1:196418989:1 REF
>Vs80[Macaca_mulatta_MMUL01] 1|694695|25 V region :: 3_0 3 dna:chromosome chromosome:MMUL_1:3:1:196418989:1 REF
>Vs81[Macaca_mulatta_MMUL01] 1|699763|26 V region :: 3_0 3 dna:chromosome chromosome:MMUL_1:3:1:196418989:1 REF
>Vs82[Macaca_mulatta_MMUL01] 1|705793|27 V region :: 3_0 3 dna:chromosome chromosome:MMUL_1:3:1:196418989:1 REF
>Vs83[Macaca_mulatta_MMUL01] 1|731651|28 V region :: 3_0 3 dna:chromosome chromosome:MMUL_1:3:1:196418989:1 REF
>Vs84[Macaca_mulatta_MMUL01] 1|739086|29 V region :: 3_0 3 dna:chromosome chromosome:MMUL_1:3:1:196418989:1 REF
