>Vs108[Macaca_mulatta_MMUL01] 1|376251|1 V region :: 7_0 7 dna:chromosome chromosome:MMUL_1:7:1:169801366:1 REF
>Vs109[Macaca_mulatta_MMUL01] 1|401350|2 V region :: 7_0 7 dna:chromosome chromosome:MMUL_1:7:1:169801366:1 REF
>Vs111[Macaca_mulatta_MMUL01] 1|488322|4 V region :: 7_0 7 dna:chromosome chromosome:MMUL_1:7:1:169801366:1 REF
>Vs112[Macaca_mulatta_MMUL01] 1|500478|5 V region :: 7_0 7 dna:chromosome chromosome:MMUL_1:7:1:169801366:1 REF
>Vs113[Macaca_mulatta_MMUL01] 1|519213|6 V region :: 7_0 7 dna:chromosome chromosome:MMUL_1:7:1:169801366:1 REF
>Vs114[Macaca_mulatta_MMUL01] 1|529174|7 V region :: 7_0 7 dna:chromosome chromosome:MMUL_1:7:1:169801366:1 REF
>Vs115[Macaca_mulatta_MMUL01] 1|565499|8 V region :: 7_0 7 dna:chromosome chromosome:MMUL_1:7:1:169801366:1 REF
>Vs116[Macaca_mulatta_MMUL01] 1|578733|9 V region :: 7_0 7 dna:chromosome chromosome:MMUL_1:7:1:169801366:1 REF
>Vs117[Macaca_mulatta_MMUL01] 1|591555|10 V region :: 7_0 7 dna:chromosome chromosome:MMUL_1:7:1:169801366:1 REF
>Vs118[Macaca_mulatta_MMUL01] 1|596995|11 V region :: 7_0 7 dna:chromosome chromosome:MMUL_1:7:1:169801366:1 REF
>Vs119[Macaca_mulatta_MMUL01] 1|617955|12 V region :: 7_0 7 dna:chromosome chromosome:MMUL_1:7:1:169801366:1 REF
>Vs120[Macaca_mulatta_MMUL01] 1|640534|13 V region :: 7_0 7 dna:chromosome chromosome:MMUL_1:7:1:169801366:1 REF
>Vs121[Macaca_mulatta_MMUL01] 1|652598|14 V region :: 7_0 7 dna:chromosome chromosome:MMUL_1:7:1:169801366:1 REF
>Vs122[Macaca_mulatta_MMUL01] 1|666453|15 V region :: 7_0 7 dna:chromosome chromosome:MMUL_1:7:1:169801366:1 REF
>Vs123[Macaca_mulatta_MMUL01] 1|672400|16 V region :: 7_0 7 dna:chromosome chromosome:MMUL_1:7:1:169801366:1 REF
>Vs124[Macaca_mulatta_MMUL01] 1|690721|17 V region :: 7_0 7 dna:chromosome chromosome:MMUL_1:7:1:169801366:1 REF
>Vs125[Macaca_mulatta_MMUL01] 1|728129|18 V region :: 7_0 7 dna:chromosome chromosome:MMUL_1:7:1:169801366:1 REF
>Vs126[Macaca_mulatta_MMUL01] 1|739936|19 V region :: 7_0 7 dna:chromosome chromosome:MMUL_1:7:1:169801366:1 REF
>Vs127[Macaca_mulatta_MMUL01] 1|749404|20 V region :: 7_0 7 dna:chromosome chromosome:MMUL_1:7:1:169801366:1 REF
>Vs128[Macaca_mulatta_MMUL01] 1|761628|21 V region :: 7_0 7 dna:chromosome chromosome:MMUL_1:7:1:169801366:1 REF
>Vs129[Macaca_mulatta_MMUL01] 1|764847|22 V region :: 7_0 7 dna:chromosome chromosome:MMUL_1:7:1:169801366:1 REF
>Vs130[Macaca_mulatta_MMUL01] 1|800535|23 V region :: 7_0 7 dna:chromosome chromosome:MMUL_1:7:1:169801366:1 REF
>Vs131[Macaca_mulatta_MMUL01] 1|810887|24 V region :: 7_0 7 dna:chromosome chromosome:MMUL_1:7:1:169801366:1 REF
>Vs132[Macaca_mulatta_MMUL01] 1|839337|25 V region :: 7_0 7 dna:chromosome chromosome:MMUL_1:7:1:169801366:1 REF
>Vs133[Macaca_mulatta_MMUL01] 1|872393|26 V region :: 7_0 7 dna:chromosome chromosome:MMUL_1:7:1:169801366:1 REF
>Vs134[Macaca_mulatta_MMUL01] 1|880638|27 V region :: 7_0 7 dna:chromosome chromosome:MMUL_1:7:1:169801366:1 REF
>Vs135[Macaca_mulatta_MMUL01] 1|891541|28 V region :: 7_0 7 dna:chromosome chromosome:MMUL_1:7:1:169801366:1 REF
>Vs137[Macaca_mulatta_MMUL01] 1|955189|30 V region :: 7_0 7 dna:chromosome chromosome:MMUL_1:7:1:169801366:1 REF
>Vs138[Macaca_mulatta_MMUL01] 1|959651|31 V region :: 7_0 7 dna:chromosome chromosome:MMUL_1:7:1:169801366:1 REF
>Vs139[Macaca_mulatta_MMUL01] 1|967091|32 V region :: 7_0 7 dna:chromosome chromosome:MMUL_1:7:1:169801366:1 REF
>Vs140[Macaca_mulatta_MMUL01] 1|978093|33 V region :: 7_0 7 dna:chromosome chromosome:MMUL_1:7:1:169801366:1 REF
>Vs141[Macaca_mulatta_MMUL01] 1|987210|34 V region :: 7_0 7 dna:chromosome chromosome:MMUL_1:7:1:169801366:1 REF
>Vs142[Macaca_mulatta_MMUL01] 1|1004599|35 V region :: 7_0 7 dna:chromosome chromosome:MMUL_1:7:1:169801366:1 REF
>Vs143[Macaca_mulatta_MMUL01] 1|1023920|36 V region :: 7_0 7 dna:chromosome chromosome:MMUL_1:7:1:169801366:1 REF
>Vs144[Macaca_mulatta_MMUL01] 1|1047025|37 V region :: 7_0 7 dna:chromosome chromosome:MMUL_1:7:1:169801366:1 REF
